file	status	count	byteOffsets	text
bargains.bytes	REVIEW	1	49936	The Jolly Collector is doing the rounds. What's he got this time? A pilfered collection of silverware? The complete set of commemorative plates from the Captivating Princess' latest wedding? No. Instead he seems to have branched out into taxidermy. No, wait – that one moved. Zoology, then. Where'd did he get these specimens? His eyes sparkle as he taps the side of his nose.
bargains.bytes	REVIEW	1	51316	The Jolly Collector is doing the rounds...
bargains.bytes	REVIEW	1	77564	The mirror-waters of Eleutheria are smooth on the surface, but often turbulent and dangerous below. A Scarred Fisherman offers some of his more unusual catches for sale, advising customers of a nervous disposition not to peek into the cages.
bargains.bytes	REVIEW	1	78706	The mirror-waters of Eleutheria are smooth on the surface, but often turbulent and dangerous below...
bargains.bytes	REVIEW	1	93839	The prisoners of Piranesi cannot leave until they have become someone else...
bargains.bytes	REVIEW	1	75736	The Tacketies are on the run, and independence for the Reach – once discussed openly on the streets of New Winchester – is now only whispered of in dingy back rooms...
bargains.bytes	REVIEW	1	77244	The Winchester War – the endless scuffles between London-loving Stovepipes and rebellious Tacketies – is locked in a stalemate...
bargains.bytes	REVIEW	1	115102	This glassmaker came to the Blue Kingdom in order to capture the gold of its sun and the blue awe of its sky. But he has looked too long and too closely. The light sears his eyes; his vision fades. But still he makes pane after pane, spending the last of his sight in attempts to trap the things he has seen in prisons of glass.
bargains.bytes	REVIEW	1	116207	This glassmaker came to the Blue Kingdom in order to capture the gold of its sun and the blue awe of its sky...
bargains.bytes	REVIEW	1	81040	Various loners have tried to establish homesteads in Eleutheria. Almost all fail. A Muttering Scavenger seeks out these abandoned homes and strips them of planks of bronzewood, which he sells to skyfarers like yourself – skyfarers with ready cash and limited scruples.
bargains.bytes	REVIEW	1	82020	Various loners have tried to establish homesteads in Eleutheria...
bargains.bytes	REVIEW	1	28057	What a lot of tea...
bargains.bytes	REVIEW	1	118849	While excavating ice to build their homes at the well's edge, the Psalmists unearthed a number of large, sinuous creatures frozen within it. The beasts thaw slowly. Still trapped, this one flicks a lazy eyelid. For a fee, you may take the monsters off the Psalmists hands.
bargains.bytes	REVIEW	1	120124	While excavating ice to build their homes at the well's edge, the Psalmists unearthed a number of large, sinuous creatures frozen within it...
bargains.bytes	REVIEW	1	4694	Wooden Discs
bargains.bytes	SINGLE	1	58044	Airy
bargains.bytes	TEST	2	4657,4971	Another bargain for testing
bargains.bytes	SINGLE	2	30690,39957	Avon
bargains.bytes	INTERNAL	1	2218	Barry Hemans
bargains.bytes	SINGLE	1	51390	Brabazon
bargains.bytes	SINGLE	2	29394,75960	Circus
bargains.bytes	INTERNAL	1	52588	ClockworkSun
bargains.bytes	SINGLE	2	86947,90599	Empyrean
bargains.bytes	INTERNAL	104	1460,2800,4032,4708,5667,6833,7978,9246,10392,11614,12774,14122,15359,16515,17681,18835,19891,20918,22009,23093,24206,25254,26418,27641,28739,30052,31142,32301,33286,34335,35560,36745,37989,39382,40660,41976,43240,44525,45820,46960,48134,49298,50670,51903,53080,54295,55415,56512,57485,58617,60044,61203,62326,63665,64926,66345,67491,68735,69917,70912,72253,73554,75073,76622,78161,79260,80437,81545,82574,83720,84886,86269,87544,88737,90024,91168,92277,93362,94500,95566,96674,97758,99045,100313,101736,102978,104241,105517,107141,108348,109634,110956,112217,113475,114448,115681,116863,118101,119477,120946,122491,123734,124973,126080	FailbetterJames
bargains.bytes	INTERNAL	1	85512	HouseOfRodsAndChains
bargains.bytes	TEST	1	3415	Just another bargain
bargains.bytes	SINGLE	1	95050	Langley
bargains.bytes	SINGLE	2	8,28134	Magdalenes
bargains.bytes	INTERNAL	1	31807	NatureReserve
bargains.bytes	SINGLE	1	55961	Parliament
bargains.bytes	TEST	6	1980,2515,4650,18277,77403,106247	Reuse
bargains.bytes	TEST	2	2522,3387	Run of the mill bargareeno
bargains.bytes	SINGLE	2	15987,38716	Rural
bargains.bytes	TEST	1	2496	TestAnother
bargains.bytes	TEST	1	873	TestBargain\s
bargains.bytes	TEST	1	5000	Testsome Bargains
bargains.bytes	INTERNAL	1	35017	TraitorsWood
bargains.bytes	SINGLE	2	893,17113	Urban
bargains.bytes	SINGLE	2	14802,37335	Wild
bargains.bytes	SINGLE	1	59151	Worlebury
exchanges.bytes	REVIEW	1	94783	A beguilingly luxuriant engine-yard: where chassis gleam like starlight and both engines and engineers are coiffed, polished and meticulously upholstered. (If your locomotive has suffered more than 10 damage, its sale value will be reduced by 500 sovereigns.)
exchanges.bytes	REVIEW	1	7721	A brisk, efficient shop at the station. So brisk, in fact, and so efficient, that it's almost as if they want to get rid of visitors as quickly as possible.\s
exchanges.bytes	REVIEW	1	36905	A bustling, family-run concern that supplies skyfarers, and trades in hours bought from local prospectors.\s
exchanges.bytes	REVIEW	1	49706	A busy market, arched with glass and steel.
exchanges.bytes	REVIEW	1	57025	A champion of the light.
exchanges.bytes	REVIEW	1	57147	A cheerful signboard lists the goods on offer: Her Majesty's Finest Coal and Her Majesty's Finest Stained-Glass Sun-Proof Windows. No comestibles, though. Nothing edible grows here.
exchanges.bytes	REVIEW	1	96295	A desperate attempt by London's Embassy to supplement funds. The Ambassador's smile is manic as she invites visiting captains to peruse the Embassy's wares.
exchanges.bytes	REVIEW	1	103947	A front for a more successful smuggling concern, the Wit & Vinegar Lumber Company has interests across Albion and the Reach. Its chief contraband is illicit literature, largely secured from malcontents in the University's English Department.\s
exchanges.bytes	REVIEW	1	6576	A little shack which the researchers of Leadbeater & Stainrod use to declutter their cabins and barter for their necessaries.
exchanges.bytes	REVIEW	1	28733	A little shop by the station which is eager to provide provisions for departing captains. The shopkeep is amassing a fine collection of china saucers.
exchanges.bytes	REVIEW	1	100664	A market for the cast-offs of the prisoners held in the Well. The Graven who run the stalls regard you with alternately bafflement and contempt.
exchanges.bytes	REVIEW	1	101580	A masked, silent trio of spirits trade in souls here. Their motivations are obscure and they are forbidden from passing on. Their eye for quality, however, is impeccable.
exchanges.bytes	REVIEW	1	21750	A notorious graveyard for unwanted, unloved or blasted-out-of-the-sky engines. Occasionally there are gems among the scrap. (If your locomotive is damaged its sale value will be reduced to cover repairs.)
exchanges.bytes	REVIEW	1	100498	A palace of statues and spiders; a fortress on the edge of a well. Here, souls are judged and prisoners are held.
exchanges.bytes	REVIEW	1	39333	A perfumed glass-house near the station offers travelers all they might need on departure from the House of Small Comfort.
exchanges.bytes	REVIEW	1	99573	A place that once had great purpose; no longer.
exchanges.bytes	REVIEW	1	55029	A precarious shop sells the finest crockery in Albion, made from authentic Brabazon china. And at a rear door, captains can also purchase fuel mined among the dismal, stygian roots of the workworld.
exchanges.bytes	REVIEW	1	89	A quaint little shop on Petal Fall, that promotes friendly relationships with visiting captains. The proprietor does a thriving trade in Nectar to supplement her income.
exchanges.bytes	REVIEW	2	22430,44177	A splendid engine; a product of visionary engineering.
exchanges.bytes	REVIEW	1	8550	A thriving market beneath the soaring bridges.
exchanges.bytes	REVIEW	1	30479	A well-stocked provisioners, crammed with high shelves. If you can find the right corner, you can also find displays of the riches unearthed from the local ruins.
exchanges.bytes	REVIEW	1	2027	All That Remains
exchanges.bytes	REVIEW	1	74184	All the fury of heaven at your back.
exchanges.bytes	REVIEW	1	5776	An austere shop near the station. Designed to operate as efficiently as possible, so that captains may free up space at the station as swiftly as they can.
exchanges.bytes	REVIEW	1	40103	An elderly attendant with a gleam in her eye manages the upkeep of Magdalene's. Hers is a continual battle against the encroachment of the Reach.
exchanges.bytes	REVIEW	1	40890	An elderly proprietor with a steely gleam in her eye runs this trading post. She deals in engine supplies from the jumbled shop floor, and in unwanted souls in a smoky back room.\s
exchanges.bytes	REVIEW	2	44910,73944	An engine of considerable ferocity.
exchanges.bytes	REVIEW	2	22917,73475	An engine that'll get the job done.
exchanges.bytes	REVIEW	1	44669	An engine that'll get the job done.\s
exchanges.bytes	REVIEW	1	77420	Answerable to the Cypress King, these engineers work for all Pan's factions. They wear the emblem of the panpipes to proclaim their neutrality and in the hope that it might encourage the occasional free lunch.
exchanges.bytes	REVIEW	1	40053	Beatrice's Beatifications
exchanges.bytes	REVIEW	1	40846	Beatrice's Exchange
exchanges.bytes	REVIEW	1	4219	Below the petals of Titania, hidden in the perfumed mists, lies the lair of the Midnight Rose: a coterie of bohemians that smuggle red honey to distant ports.
exchanges.bytes	REVIEW	1	83782	Between the monastery and Murgatroyd, the tea trade here is firmly locked down. Sensing an opportunity, some Khanate merchants have started up an alternative trade.
exchanges.bytes	REVIEW	1	53652	Black Rod's Boutique
exchanges.bytes	REVIEW	1	15550	Captains pay a small fee for the Port Authorities' services in winnowing out the chaff. Only suitable skyfarers are allowed to sign-on.
exchanges.bytes	REVIEW	1	77374	Daedalian Engineering
exchanges.bytes	REVIEW	1	41742	Fair Nance runs a comfortable if inefficient hostelry. She's always on the lookout for fresh ingredients, in exchange for some of her specialties.\s
exchanges.bytes	REVIEW	2	23157,73715	Fast as Hell's chargers.
exchanges.bytes	REVIEW	1	37657	Fullbright's Necessaries\s
exchanges.bytes	REVIEW	1	28055	Gremory's tiny shop sells comestibles and several reliable vintages of chorister-nectar. It's said he retrieves a tithe of it from the nearest hive; devils have always got on with bees.
exchanges.bytes	REVIEW	1	3485	Here, a captain can stock up on the essentials. There's never any shortage of chorister nectar, either.
exchanges.bytes	REVIEW	1	27365	Here, Carillon offers for purchase immaculate souls, willingly divested by refined patients. The Bursary is also happy to receive lesser souls into its care.
exchanges.bytes	REVIEW	1	56465	Illuminated Engineering
exchanges.bytes	REVIEW	1	57772	Juxta-Mare Market
exchanges.bytes	REVIEW	2	5645,5684	Leadbeater & Stainrod Nature Reserve
exchanges.bytes	REVIEW	1	54989	Little Niceties
exchanges.bytes	REVIEW	1	17452	Locomotive plating, improvements and refurbishments. An estimable choice.
exchanges.bytes	REVIEW	1	45011	Maintained by the Ministry, this yard for engine improvements and enhancements is a cut above.
exchanges.bytes	REVIEW	1	83738	Midnight Lumberyard
exchanges.bytes	REVIEW	1	16035	Mme. Lumière has established herself in a spacious garret over a vine bridge. When not upsetting her fellow citizens, she's on the look-out for curiosities captains might have acquired in their travels.
exchanges.bytes	REVIEW	1	38464	Nelson's Emporium
exchanges.bytes	REVIEW	1	99675	One of the first Londoners to cross the Avid Horizon; the Venturer skulks by the Forge, collecting shards of Navaratine. He parts, reluctantly, with the least of these.
exchanges.bytes	REVIEW	1	82268	One rubbery merchant accepts sovereigns instead of amber. Unfortunately, all they sell – apart from crabby, curdled meat and fuels piped from the gargantuan carcass' innermost organs – are writhing horrors. They do at least supply cages.\s
exchanges.bytes	REVIEW	1	53697	Operating from a forgotten, cupboard-sized office, the once-esteemed official known as Black Rod now sells sandwiches from the parliamentary canteen. In addition, in order to raise funds, he can also be persuaded to part with exhibits from Parliament's extensive collections of crockery.
exchanges.bytes	REVIEW	1	84609	Pay the checking fee and you can take whichever coat you like. It's unlikely anyone will mind. Provisions are also available, should, for some reason, you wish to leave.
exchanges.bytes	REVIEW	1	94740	Pilgrim's Progress
exchanges.bytes	REVIEW	2	33989,34044	Polmear and Plenty's Inconceivable Circus
exchanges.bytes	REVIEW	1	29713	Port Avon is rich in lush greenery. They are proud of their allotments and lawns and are keen to share the fruits of their labour.
exchanges.bytes	REVIEW	1	87109	Portsmouth Engine Yard
exchanges.bytes	REVIEW	1	33298	Ravenscourt & Stamford
exchanges.bytes	REVIEW	1	31285	Ravenscourt & Stamford Outpost
exchanges.bytes	REVIEW	1	43506	Scrupulously regulated, the Crown & Misery Company takes pride in the engines it manufactures. Well, most of them. (If your locomotive is damaged its sale value will be reduced to cover repairs.)
exchanges.bytes	REVIEW	1	30441	Sharma & Sons
exchanges.bytes	REVIEW	1	7677	Skyfarer's Supplies
exchanges.bytes	REVIEW	1	44961	St Dominic's Augmentations
exchanges.bytes	REVIEW	1	35678	Sweet Jane's Supplies
exchanges.bytes	REVIEW	1	36856	Sweet Jane's Trading Post
exchanges.bytes	REVIEW	1	38506	The adjoining shop to the famous cafe. The staff are renowned for their discretion, taste, and confidence in their complete superiority.
exchanges.bytes	REVIEW	1	91341	The Ambassador's sister is entrusted with the provisioning of armaments and equipment to visiting captains. There was, apparently, no one better suited to the task.
exchanges.bytes	REVIEW	1	34094	The Big Top Shop
exchanges.bytes	REVIEW	1	55688	The Blue Heaven Arsenal
exchanges.bytes	REVIEW	1	41706	The Brendan
exchanges.bytes	REVIEW	1	27320	The Bursary of Souls
exchanges.bytes	REVIEW	1	58562	The Butler's Discretion
exchanges.bytes	REVIEW	1	81701	The Chaplains sell handfuls of Navaratine gemstones recovered from the prison's knotty depths. No food or fuel can be bought, though: there's barely enough to keep the chaplains fed, and they have no interest in making it easier to leave. This is a prison, after all.
exchanges.bytes	REVIEW	1	32544	The Cheery Arboriculturalist is studying the flora of the forest. She's keen to observe the effects of introducing species from the Wood into new ecologies.
exchanges.bytes	REVIEW	1	34134	The Circus has to get by somehow.
exchanges.bytes	REVIEW	1	84571	The Cloakroom
exchanges.bytes	REVIEW	1	1144	The Construction Fund
exchanges.bytes	REVIEW	1	57106	The Decommissary
exchanges.bytes	REVIEW	1	33345	The distinguished official retailers of Summerset College have deigned to establish a small outpost here. They conduct their business with consistent and vigorous disdain, trading lumber and edible flora from the whispering glades.
exchanges.bytes	REVIEW	1	31340	The distinguished official retailers of Summerset College have deigned to open a small outpost on Traitor's Wood. They conduct their business with a hearty disdain for the customer.
exchanges.bytes	REVIEW	1	101461	The edge of eternity; the precipice of mortality; the final horizon.
exchanges.bytes	REVIEW	1	26489	The Emporium offers visitors all that they might need to leave Carillon, as well as a few winning examples from their stained glass collection.
exchanges.bytes	REVIEW	1	56513	The Empyrean engine yards produce one engine: the light, bright, sprightly Altani-Outrider. Available nowhere else, it is the pride of Empyrean technology and the finest weapon in the war against the Liberation of Night. (If your locomotive is damaged its sale value will be reduced to cover repairs.)
exchanges.bytes	REVIEW	1	55736	The Empyrean specialises in technology, electricity, and weaponry. Only the latter may be traded to those outside the Eagle Khan's military.
exchanges.bytes	REVIEW	1	58610	The Exasperated Butler sells copies of the gushing accounts of life at Perdurance – written by occupants and guests – which are so popular in London.
exchanges.bytes	REVIEW	1	91205	The gateway to the Blue Kingdom; held by London's Embassy and coveted by devils.
exchanges.bytes	REVIEW	1	102403	The Gentlemen are the skies' most notorious smugglers, an extensive gang unafraid of murder or the hangman. Their primary export is starshine: waters steeped in the far-travelled light of stars that once shone upon old earth.
exchanges.bytes	REVIEW	1	54420	The Hungry Traveller
exchanges.bytes	REVIEW	1	85515	The Inscribed Tinkerer
exchanges.bytes	REVIEW	1	85561	The Inscribed Tinkerer is delighted to make her unique designs available to discerning friends.
exchanges.bytes	REVIEW	1	91293	The Last Autumnal Slope
exchanges.bytes	REVIEW	1	35724	The little accountancy firm on Lustrum buys fuel and Hours from desperate miners. It buys in food and illicit weaponry to provide for their needs in return.
exchanges.bytes	REVIEW	1	29670	The Little Orchard
exchanges.bytes	REVIEW	1	1190	The Mayor's Office runs a small business buying up building and artistic materials from visitors for use in Titania's construction projects.
exchanges.bytes	REVIEW	1	4177	The Midnight Rose
exchanges.bytes	REVIEW	1	52808	The Most Serene Mausoleum
exchanges.bytes	REVIEW	1	39289	The Needful Emporium
exchanges.bytes	REVIEW	1	34954	The New Big Top Shop
exchanges.bytes	REVIEW	1	74236	The Night Market
exchanges.bytes	REVIEW	1	72761	The Nightingale Yard, the gleaming pride of Pan, endeavours to outdo all its rivals, whether mortal or stellar. Price should be the only barrier to quality craftsmanship. (If your locomotive has suffered more than 10 damage, its sale value will be reduced by 500 sovereigns.)
exchanges.bytes	REVIEW	1	28690	The Old Storehouse
exchanges.bytes	REVIEW	1	37706	The only shop permitted to sell supplies to skyfarers in Port Prosper.
exchanges.bytes	REVIEW	1	42721	The only things to buy at Hybras are edible mushrooms and seeds from the blotchy crops grown by the locals.\s
exchanges.bytes	REVIEW	1	32497	The Palewood Arboretum
exchanges.bytes	REVIEW	1	100619	The Rag–and–Bone
exchanges.bytes	REVIEW	1	6529	The Researcher's Friend
exchanges.bytes	REVIEW	1	85414	The Royal Society is delighted to put is considerable talents at the service of sky-captains.
exchanges.bytes	REVIEW	1	82227	The Rubbery Souk
exchanges.bytes	REVIEW	1	3442	The Sapphire'd Souk
exchanges.bytes	REVIEW	1	5729	The Skyfaring Supplier
exchanges.bytes	REVIEW	1	43	The Traveler's Return
exchanges.bytes	REVIEW	1	96260	The Turret
exchanges.bytes	REVIEW	1	99628	The Venturer's Request
exchanges.bytes	REVIEW	1	26442	The Visitor's Emporium
exchanges.bytes	REVIEW	1	90456	The Weary Quartermaster is willing to write off some of Portsmouth House's output, for a price.
